way_id,coordinates
427,"105.7916007,21.0790048;105.7916015,21.079038;105.7915966,21.0790709;105.7915863,21.0791027;105.7915707,21.0791326;105.7915502,21.0791598;105.7915132,21.079193;105.791469,21.0792175;105.7914056,21.0792341;105.7913397,21.0792329;105.7912771,21.0792139;105.791223,21.0791787;105.7911822,21.0791305;105.7911582,21.0790733;105.791154,21.0790507;105.7911524,21.0790277;105.7911536,21.0790048;105.791165,21.0789571;105.7911879,21.0789131;105.7912211,21.0788753;105.7912628,21.0788456;105.7913107,21.0788258;105.7913623,21.0788169;105.7914146,21.0788194;105.7914691,21.0788349;105.7915176,21.0788625;105.7915436,21.0788853;105.7915653,21.0789116;105.7915824,21.0789408;105.7915942,21.0789721;105.7916007,21.0790048"
428,"105.7911312,21.0808716;105.7911705,21.0809487;105.791184,21.0810332;105.7911704,21.0811177;105.7911309,21.0811947;105.7910691,21.0812576;105.7909902,21.0813009;105.7909432,21.0813147;105.7908945,21.0813213;105.7908115,21.0813231;105.7907615,21.0813021;105.7906864,21.0812627;105.7906259,21.0812055;105.7905846,21.0811349;105.7905768,21.0811036;105.7905657,21.0810565;105.7905662,21.0810038;105.790577,21.0809522;105.7905977,21.0809032;105.7906573,21.0808268;105.7907402,21.0807726;105.7907926,21.0807516;105.7909153,21.0807466;105.7909906,21.0807652;105.7910694,21.0808086;105.7911312,21.0808716"
429,"105.8392006,21.0509968;105.8391626,21.0508492;105.839168,21.0505997;105.8391833,21.0503556;105.8392379,21.0501909;105.8392683,21.050126"
430,"105.7877202,21.1126072;105.7877421,21.112994;105.7877616,21.1132281;105.7877743,21.1133817;105.7878475,21.1141947;105.7879204,21.11506;105.787991,21.1158425;105.7880138,21.1160962"
431,"105.9146204,21.2114228;105.9144523,21.2119674;105.9144308,21.2121375;105.9144415,21.2123225;105.9145005,21.2124875;105.9146108,21.2128757"
432,"105.8355968,21.2030696;105.8358521,21.203439;105.836352,21.2040581;105.836933,21.2047107;105.8372768,21.2051297"
433,"105.7806334,21.1946309;105.7806271,21.1944246;105.7806256,21.1943736;105.780614,21.1940781;105.7805887,21.1934316;105.7805387,21.1921554;105.7804484,21.1898484;105.7803858,21.1882481;105.7803573,21.1874237;105.7803495,21.1871979"
434,"105.7803901,21.1991753;105.7803274,21.1997478"
435,"105.7801655,21.1997479;105.7802244,21.199173"
436,"105.9022476,21.0285128;105.9023163,21.0286398;105.9023633,21.0287267;105.9026175,21.0291971;105.9026572,21.0292705;105.9031188,21.0301242;105.9031495,21.030181;105.9032343,21.030338;105.9033904,21.0306268;105.9049495,21.0335681;105.9051707,21.0334661;105.9059866,21.0330982;105.9085533,21.03186"
437,"105.7407774,21.1215711;105.7407528,21.1216146;105.7407399,21.1216622;105.7408454,21.1222914;105.740941,21.1229294;105.7410304,21.1234573;105.7411421,21.1239664;105.7413214,21.1247883;105.7415392,21.1257253;105.7418418,21.126995;105.7421426,21.1282736;105.7421568,21.1283238;105.7422495,21.1286713;105.7423282,21.1290368;105.7424909,21.1296183;105.7426254,21.130195;105.7429617,21.1316862;105.7430916,21.1322623;105.7431941,21.1327169;105.7432359,21.1329231;105.7435454,21.1341088;105.7437842,21.1350961;105.7439664,21.1359307;105.7441597,21.1368798;105.7443028,21.1377491;105.7444091,21.1383944;105.7444442,21.1385744;105.7445513,21.1391224;105.7446286,21.139628;105.7446309,21.1400695;105.7446317,21.140247;105.7446144,21.1410386;105.7445647,21.1415841;105.7445106,21.1419145;105.744406,21.1421922;105.7442777,21.1424611;105.7435589,21.1438245;105.7429795,21.1447351;105.7427101,21.1450992;105.7424538,21.1454456;105.7423953,21.1455168;105.7413273,21.1468165;105.7412666,21.1468787;105.7409713,21.147181;105.7407801,21.1473768;105.7405868,21.1475801;105.7398834,21.1483199;105.7397716,21.1484375;105.7388362,21.1491602;105.7383339,21.1495482;105.7382033,21.1496513;105.737804,21.1499666;105.7373736,21.1503064;105.7368381,21.1507292;105.7365851,21.150929;105.7364003,21.151066;105.7347827,21.1522658;105.7335381,21.1532204;105.7327871,21.1537807;105.7314165,21.1545753;105.730463,21.155129;105.7298474,21.1554617;105.7289784,21.1557219;105.7282423,21.1558753;105.7281093,21.155902;105.7273905,21.155908;105.7266008,21.1558813;105.7256582,21.1558495;105.7253103,21.1558393;105.7251374,21.1558319;105.7247953,21.155821;105.7236977,21.155786;105.7234588,21.1557784;105.7232466,21.1557716;105.7227108,21.1557545;105.7223158,21.1557419;105.7210718,21.155637;105.7209243,21.155705;105.7207719,21.1557789;105.7207083,21.1558333;105.7206256,21.155904;105.7204741,21.1560847;105.7201898,21.1564733;105.7200264,21.1566759;105.7196824,21.1570149;105.7193439,21.1573228;105.7187691,21.1577377;105.7186787,21.157803;105.717747,21.15833;105.7176219,21.1584034;105.7164257,21.1590788;105.7157842,21.1593519;105.715682,21.1593987;105.7152611,21.1595502;105.7143979,21.1599242;105.7133308,21.1603432;105.7125632,21.1606446;105.7121508,21.1608057;105.7116512,21.1610025;105.7113001,21.1611456;105.7108834,21.1613192;105.7105632,21.1614525;105.7099083,21.1617252;105.7092215,21.1620094;105.7091379,21.1620466;105.7086365,21.1622555;105.7081162,21.1624307;105.7075279,21.1626288;105.7072558,21.1627177;105.7065311,21.1629603;105.7061795,21.163078;105.7055019,21.1633063;105.7052355,21.1633961;105.7049471,21.1634751;105.7045567,21.163582;105.7042802,21.1636897;105.7040767,21.1637522;105.7031696,21.1640814;105.7013087,21.1647568;105.7012258,21.1647818;105.7011165,21.1648147;105.7007009,21.1649399;105.7006113,21.1649669;105.7003436,21.1650667;105.6999139,21.165227;105.6991737,21.1654371;105.6986546,21.1655734;105.6984977,21.1656072;105.6973654,21.1660067;105.6970654,21.1661125;105.6967277,21.1662091;105.6966394,21.1662343;105.6950097,21.1667004;105.6946345,21.1668077;105.6945603,21.1668278;105.694239,21.1669152;105.6933892,21.1671463;105.6932728,21.167178;105.692305,21.1674535;105.6911485,21.1678283;105.6895177,21.1682185;105.6892824,21.1682416;105.688381,21.1683988;105.6879039,21.1684748;105.6873612,21.1685387;105.6864707,21.1685474;105.6848561,21.1685362;105.6836249,21.1684498;105.683484,21.1683898;105.6833632,21.1683075;105.6832413,21.1681985;105.6831242,21.1681234;105.6830116,21.1680659;105.6827786,21.1679832;105.6824362,21.1679633;105.6820933,21.1679709;105.6819566,21.1680147;105.6815984,21.168082;105.6813754,21.1681735;105.6812695,21.1682147;105.6812067,21.1682281;105.6811662,21.1682385;105.6810982,21.1682385;105.680278,21.168121;105.6795613,21.1680184;105.6789735,21.1679656;105.6785017,21.1679232;105.678127,21.1678896"
438,"105.9258221,21.0202882;105.9262316,21.0206171;105.9265682,21.0208875;105.9269385,21.0212543;105.927258,21.0216024"
439,"105.9271237,21.0217028;105.9268012,21.0213625;105.9264398,21.0210153;105.9261322,21.0207644;105.9257873,21.0204831"
440,"105.869007,20.9640493;105.8698466,20.9640864;105.8707128,20.9641505;105.8714263,20.9642412;105.8718036,20.9643002;105.8722224,20.9643819;105.8726478,20.9644844;105.8730971,20.9646113;105.8734361,20.9647269;105.873786,20.9648588;105.8742906,20.9650729;105.8747873,20.9653151;105.8753286,20.9656142;105.8755251,20.9657325;105.8758155,20.965938;105.8762234,20.966231;105.8766438,20.9665887;105.8771536,20.9670587;105.8776543,20.9675997;105.8779785,20.9679804;105.8782855,20.968371;105.8786244,20.9688234;105.8793525,20.9698461;105.8799966,20.9707599;105.8804748,20.9714055;105.8808971,20.971987;105.8813224,20.9725201;105.8816235,20.9728475;105.8819237,20.9731256;105.8822382,20.9734093;105.8825952,20.9736964;105.8830849,20.9740333;105.8837013,20.9744117;105.8846889,20.9750095;105.8851245,20.9752916;105.8857316,20.975732;105.8861416,20.9760913;105.8865882,20.9765189;105.8869621,20.9769091;105.8874456,20.9774596;105.8887733,20.97893;105.8891314,20.9793398"
441,"105.7884507,21.0661834;105.7887408,21.0659563"
442,"105.8219435,21.0045686;105.8218669,21.0044784;105.8217717,21.0043796;105.8216509,21.004259;105.8215385,21.0041616;105.821412,21.004065;105.8211492,21.0038605;105.8207552,21.0035416;105.8196072,21.0027005;105.8190266,21.0022848"
443,"105.8221002,21.0048876;105.8219971,21.0047568;105.8219249,21.004657;105.8218432,21.0045548;105.8217497,21.0044381;105.8216135,21.0043083;105.8213531,21.0041009;105.8208251,21.0037108;105.8206802,21.0036036"
444,"105.8207826,21.0033732;105.8209171,21.0034855;105.8210059,21.0035553;105.8212909,21.0037795;105.8215448,21.0039796;105.8218166,21.0041975;105.8219245,21.0042935;105.8220448,21.0044116;105.8220767,21.0044497;105.8221384,21.0045235;105.8222675,21.0047302;105.8223217,21.0048548"
445,"105.8193971,21.003419;105.8192838,21.0034638;105.819167,21.0035181;105.8190468,21.0035792;105.8189463,21.0036388;105.8188661,21.0036953;105.8187146,21.0038031;105.818031,21.0044283"
446,"105.8540527,20.9834584;105.8541367,20.9834587;105.8541832,20.9834589;105.8544381,20.9834598;105.8552669,20.9834628;105.8565329,20.9834673;105.8576513,20.9834712;105.8579351,20.9834723"
447,"105.7833374,21.1925107;105.7827893,21.1929882;105.7816775,21.1939273;105.7815861,21.1939932;105.7808886,21.1944658;105.7808277,21.1945071"
448,"105.8044733,21.0736607;105.804433,21.0736727;105.8043907,21.0736745;105.8043494,21.0736659;105.804312,21.0736474;105.8042811,21.0736205;105.8042587,21.0735869;105.8042467,21.0735491;105.8042456,21.0735096;105.8042582,21.0734692;105.8042762,21.0734367;105.8043057,21.0734084;105.8043444,21.0733874;105.8043878,21.0733772;105.8044325,21.0733786;105.8044751,21.0733915;105.8045121,21.0734149;105.8045408,21.073447;105.8045588,21.0734852;105.8045648,21.0735266;105.8045583,21.0735679;105.8045398,21.0736059;105.8045107,21.0736377;105.8044733,21.0736607"
449,"105.781531,21.1258258;105.7814671,21.1258592;105.7813757,21.1258851;105.7812805,21.1258927;105.7811857,21.1258818;105.7810954,21.1258528;105.7810134,21.1258071;105.7809434,21.1257466;105.7808882,21.1256738"
450,"105.8049757,21.0749243;105.8049211,21.0748054;105.8047566,21.0744642;105.8045555,21.0739978;105.8044584,21.0737731;105.8044331,21.0737237;105.8044034,21.073692;105.8043494,21.0736659"
451,"105.7612588,21.1152838;105.7612482,21.1152697;105.7602371,21.1138258;105.7601863,21.1137046;105.7601639,21.1136401;105.7601475,21.1135725;105.7601573,21.1134896;105.7602067,21.1134066;105.7602858,21.1133176;105.7605283,21.1131188;105.7609057,21.1128949;105.7612218,21.1127536;105.7615436,21.112625;105.762064,21.1124039;105.7621482,21.112369;105.76371,21.1117203;105.7637742,21.1116936;105.7649745,21.1111866;105.7656217,21.1109133;105.7661783,21.110689;105.7666864,21.1105093;105.767219,21.1104094;105.7679534,21.1103019;105.7682959,21.1102588;105.7684571,21.1102313;105.7684935,21.1102251;105.7686714,21.1101943;105.7688755,21.1101513;105.7690571,21.1100764;105.7693827,21.1098502;105.7696547,21.1096211;105.7697219,21.1095645;105.7699911,21.1093144;105.7705941,21.1087415;105.7711814,21.10814;105.77125,21.1080683;105.7714707,21.107844;105.7716848,21.107675;105.772176,21.1073954;105.7726408,21.1071308;105.7732024,21.1067518;105.7735239,21.1065348;105.7736737,21.1064504"
452,"105.7750901,21.1233156;105.7745479,21.1227506;105.7733421,21.1213947;105.7732524,21.121285;105.7728078,21.1208272;105.7726547,21.1207151;105.7725048,21.120603;105.7722446,21.1204156;105.7720009,21.1202712;105.7719303,21.1202392;105.7717989,21.1201795"
453,"105.8043494,21.0736659;105.8042508,21.0736609;105.8041882,21.0736774;105.8041488,21.0736922;105.802636,21.0742715;105.8025854,21.0742909;105.8022181,21.0744315;105.8010794,21.0748691;105.8008752,21.0749476;105.8007723,21.0749871;105.80074,21.0749973;105.8006939,21.0750251;105.8006421,21.0750893"
454,"105.7856191,21.081205;105.7858736,21.0810955;105.7859876,21.0810487;105.78611,21.0810004;105.7862289,21.0809619;105.7863671,21.0809347;105.7865008,21.0809211;105.7866997,21.0809136;105.7868363,21.0809084;105.7871222,21.0809216;105.7872386,21.0809167;105.7874036,21.0809063;105.787601,21.0808778;105.7877572,21.0808476;105.7878569,21.0808204;105.7879824,21.080777;105.7880858,21.0807357"
455,"105.7911536,21.0790048;105.7911434,21.0789721;105.7910485,21.0788435;105.7909999,21.0787723;105.7908285,21.0784694;105.7907463,21.078341;105.7906726,21.0782466;105.7904654,21.0780411;105.7904386,21.0780163;105.7903577,21.0779441;105.7900699,21.0776874"
456,"105.8360583,21.0015565;105.8362421,21.0015498;105.8372829,21.0015521;105.8374082,21.0015409;105.837473,21.0015257"
457,"105.8006883,21.001738;105.8008999,21.0014698;105.8010486,21.0012796;105.8013862,21.0008465;105.8014435,21.0007692;105.8016558,21.0004854;105.8017373,21.0003724;105.801952,21.000087;105.8020453,20.9999631"
458,"105.8003736,20.9987636;105.800199,20.9986429;105.8000369,20.9985339;105.799912,20.9984526;105.7997309,20.9983334;105.7995967,20.9982442;105.7993286,20.9980694;105.7990703,20.9979044;105.7987278,20.9976723;105.7986256,20.9976062"
459,"105.9144844,21.0593415;105.9145171,21.0594246;105.9145425,21.0594891;105.9145522,21.0595137;105.914617,21.0596788;105.9146608,21.0597916;105.9147207,21.059946;105.9148441,21.0602636;105.9149157,21.0604482;105.9149948,21.0606519;105.9150582,21.060815;105.9151381,21.0610208;105.9153659,21.0616077;105.9154132,21.0617296;105.9154629,21.0618575;105.9155995,21.0622094;105.9156675,21.0623844;105.9156712,21.0623997;105.9157179,21.062592;105.915863,21.063206;105.915876,21.0632613;105.9158786,21.0632978;105.9158771,21.0633306;105.9158735,21.0633679"
460,"105.9053549,21.0552162;105.9053841,21.0551647;105.906773,21.0527141;105.906908,21.0524762"
461,"105.8958207,21.0668842;105.8958743,21.0669531;105.8960299,21.0671132;105.8962499,21.0673485;105.8963846,21.0674873;105.8967848,21.0678801;105.8971292,21.0682657"
462,"105.9087068,21.0584416;105.909148,21.0582273;105.910375,21.0577204;105.910777,21.0575541;105.911337,21.057323;105.9122016,21.0569658;105.9124884,21.056421;105.9127582,21.0559101"
463,"105.9135766,21.0580225;105.9128324,21.0583251;105.9123441,21.0585298;105.9114354,21.0589182;105.911031,21.0590899;105.9098572,21.0595883;105.9093426,21.0598068;105.9092127,21.0598619;105.9081919,21.0602954;105.9077363,21.0604888;105.9072749,21.0606847"
464,"105.920047,21.0608908;105.9199663,21.0609188;105.9195855,21.061051;105.9194959,21.061082;105.9191404,21.0612054;105.9188648,21.061301;105.9181361,21.0615539;105.9177413,21.0616909;105.917571,21.0617545;105.917454,21.0617982;105.9170015,21.0619549;105.9166024,21.0620932;105.9164688,21.0621394;105.916391,21.0621664;105.9158939,21.0623386;105.9158256,21.0623622;105.9156712,21.0623997;105.915511,21.0624385;105.9141068,21.0629243;105.9139736,21.0629704;105.9138412,21.0630162;105.9133521,21.0631854;105.9131576,21.0632527;105.9128557,21.0631814;105.9126411,21.0631307"
465,"105.9076503,21.0579043;105.9088619,21.0557767;105.90911,21.0553439;105.9092006,21.0551858;105.9093418,21.0549394;105.9096709,21.0543652;105.9098792,21.0540017;105.9099133,21.0539423"
466,"105.9145435,21.0562679;105.9144224,21.056207;105.9141832,21.0560869;105.9099133,21.0539423;105.9073626,21.0526611;105.9071032,21.0525308"
467,"105.8938563,21.0522539;105.8936733,21.0521461;105.8926421,21.0515387;105.891799,21.051042;105.8916107,21.0509311;105.8915285,21.0508827"
468,"105.8857506,21.0474245;105.8853872,21.0479424;105.8853064,21.0480576;105.8852444,21.0481488;105.8848091,21.048789;105.8846439,21.0490279;105.88408,21.0498111;105.8840661,21.0498305;105.8840137,21.0499036"
469,"105.8926157,21.0493627;105.8925634,21.0495334;105.892214,21.050047;105.8918309,21.0506101;105.8916994,21.0508115;105.8916107,21.0509311;105.8911978,21.0515316;105.8911475,21.0516031;105.8908056,21.0521132"
470,"105.7657055,21.0341558;105.7655158,21.0336241;105.7650447,21.0322973;105.7644431,21.0305957;105.7641968,21.0298754;105.764136,21.0296986"
471,"105.8535041,21.036627;105.8536351,21.0364426;105.8537789,21.0362594;105.8541042,21.0358767;105.8542126,21.0356392"
472,"105.8380906,21.0096135;105.8381595,21.0094658;105.8386416,21.0089445;105.8390015,21.0086192;105.8392555,21.0083914;105.839558,21.0081797;105.8399115,21.0079687;105.8402267,21.0078235"
473,"105.8369661,21.011103;105.8370646,21.0109782"
474,"105.8372067,21.0107817;105.8375159,21.0103383;105.8378683,21.0098708;105.8379433,21.009784;105.8380906,21.0096135"
475,"105.8586668,21.0027918;105.8584294,21.0027717;105.8582386,21.0027568;105.8581013,21.0027435;105.8579589,21.0027343;105.8577968,21.0027249;105.8576446,21.0027206;105.8574418,21.002725;105.8568141,21.0027438;105.8563376,21.0027509;105.8559643,21.0027668;105.8557235,21.0027755;105.8551784,21.0027894"
476,"105.7960596,21.0388099;105.7959318,21.0387201;105.7959263,21.0387144;105.795227,21.0380035;105.7951938,21.037969;105.7951389,21.037912;105.7950686,21.0378568;105.7950401,21.0378344;105.7949377,21.0377818;105.7947531,21.0377179"
477,"105.771485,21.0833118;105.7706648,21.0833176"
478,"105.7780302,21.083733;105.7778183,21.0841647;105.7774422,21.084669;105.7773896,21.0847395;105.7772159,21.0849871;105.7770135,21.0852599;105.776809,21.0857267;105.776733,21.0860266;105.7767427,21.0861481;105.7767844,21.0862668"
479,"105.7731141,21.0616283;105.7737017,21.0616505;105.7741721,21.06169;105.7742086,21.0616931;105.7749297,21.0617351;105.775067,21.0617431;105.7758823,21.0617331;105.776827,21.0617204;105.7769382,21.0617091;105.7770456,21.0617085;105.7780818,21.0617031;105.7781115,21.0617119;105.7781998,21.0617471;105.7782695,21.0617731;105.7784759,21.0618643;105.7785283,21.0618896;105.778632,21.0619396;105.7787899,21.0620134;105.7790007,21.0620866;105.7790976,21.0620992;105.7792264,21.0620948;105.7793799,21.0620585;105.7795556,21.0619784;105.7797264,21.0619256;105.7798765,21.0619104;105.7799204,21.0619067;105.7800042,21.061907;105.7802468,21.0619358;105.7804669,21.0620191;105.7806751,21.0621189"
480,"105.7703935,21.0833229;105.7705269,21.0832457;105.7705931,21.0832147;105.7706747,21.0831128;105.7707284,21.0823544;105.7707668,21.0814518;105.7707883,21.0810914;105.7707815,21.0807699;105.7708116,21.0802824;105.7708303,21.0800465;105.770886,21.0798514;105.7709701,21.0795748;105.7709949,21.0792974;105.770986,21.0790901;105.7709573,21.0775271;105.7709875,21.0771703;105.771055,21.0768234;105.7710812,21.0766495;105.7711451,21.0755879;105.7712115,21.0744052;105.7712631,21.0738362;105.7713195,21.0727183;105.7713496,21.0724882;105.7713889,21.0718092;105.7714015,21.0715926;105.7714031,21.0715253"
481,"105.7720103,21.0616133;105.772705,21.0616538"
482,"105.8286296,21.1115192;105.8288391,21.1114489;105.828929,21.1114278;105.8293148,21.1113393;105.8299941,21.1111725;105.8306094,21.1110473;105.8307479,21.1110108;105.8312772,21.1109008;105.8315176,21.1108503;105.8319564,21.1107468;105.8336161,21.1103703;105.8349509,21.1100319;105.8351971,21.1099711;105.8374635,21.1094513;105.8376593,21.1093772;105.8382984,21.1092132;105.8387168,21.1091224;105.8395774,21.1088336;105.8405235,21.1084997;105.8416719,21.1080978;105.8420741,21.1079338;105.8428501,21.1076252;105.8431956,21.107395;105.8434124,21.1072991;105.8435885,21.107135;105.8436066,21.107114;105.8440196,21.1066342;105.8441751,21.1064591;105.8452917,21.105033;105.8456328,21.1044846;105.8459515,21.1040096;105.8460446,21.103674;105.8460776,21.103339;105.8461063,21.103051;105.8461151,21.1024946;105.8461139,21.1024241;105.8461496,21.1022708;105.8462243,21.1021301;105.8463488,21.1018858;105.847022,21.1008282;105.8471122,21.1006219;105.8471952,21.1003581;105.8472609,21.1001275;105.8473804,21.0999391;105.847608,21.0996826;105.8478476,21.0994602;105.848047,21.0992518;105.8481285,21.0991372;105.8482146,21.0990041;105.8482551,21.098922;105.848329,21.0987561;105.8483879,21.0986472;105.8485875,21.098439;105.8489879,21.098078;105.8490167,21.0980475;105.8491192,21.0979389;105.850037,21.0971421;105.8500809,21.0970958;105.8503442,21.0968701;105.850473,21.0967249;105.850603,21.0965555;105.850724,21.0963256;105.8507882,21.0960428;105.8508519,21.0955534;105.8508957,21.0950881;105.8509265,21.094566;105.850904,21.094395;105.8508609,21.0942245;105.8505375,21.09355;105.8502224,21.0929419;105.8501498,21.0928041;105.8496307,21.0918339;105.8493928,21.0913248;105.849366,21.0911547;105.8493956,21.0908995;105.849431,21.0907345;105.8494375,21.0904767;105.8496167,21.0899128;105.8495998,21.0895568;105.8495863,21.0892706;105.8495426,21.0891062;105.8494807,21.0889256;105.8493915,21.0886469;105.8491649,21.0880238;105.8490462,21.0877126;105.8489507,21.0875775;105.8488668,21.0874775;105.8488072,21.0874066;105.848438,21.0871331;105.8483834,21.0870814;105.8479411,21.0866627;105.8477257,21.0864995;105.8475445,21.0864103;105.8474597,21.0863817;105.8471146,21.0862682;105.846959,21.0861754;105.8468265,21.0860959;105.8467105,21.0859676;105.8466094,21.085799"
